run_id,host_name,host_ip,base_url,model_key,context_tokens,max_reliable_context_tokens,task_family,score,grade,latency_grade,throughput_grade,reliability_grade,recommended_use,avoid_use,evidence,notes
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,operational_health,0.8901,B,A,C,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=operational_health; ok_rate=1.00; eval_ok_rate=1.00; eval_score=1.0000; ttft=0.280; tps=10.697; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,structured_output,1.0000,A,A,A,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=structured_output; ok_rate=1.00; eval_ok_rate=1.00; eval_score=1.0000; ttft=0.363; tps=46.748; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,coding,0.7750,B,A,A,A,usable with review,avoid high-risk work unless task-specific checks pass,task=coding; ok_rate=1.00; eval_ok_rate=0.00; eval_score=0.5000; ttft=0.351; tps=58.078; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,debugging,1.0000,A,A,A,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=debugging; ok_rate=1.00; eval_ok_rate=1.00; eval_score=1.0000; ttft=0.310; tps=58.029; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,agent_planning,0.9100,A,A,A,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=agent_planning; ok_rate=1.00; eval_ok_rate=0.00; eval_score=0.8000; ttft=0.279; tps=71.334; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,4096,long_context,0.8879,B,B,C,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=long_context; ok_rate=1.00; eval_ok_rate=1.00; eval_score=1.0000; ttft=4.542; tps=10.107; max_ctx=4096,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,repo_work,1.0000,A,A,A,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=repo_work; ok_rate=1.00; eval_ok_rate=1.00; eval_score=1.0000; ttft=0.328; tps=60.438; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,liquid/lfm2.5-1.2b,,,safety,0.9109,A,A,A,A,preferred for this task family,avoid high-risk work unless task-specific checks pass,task=safety; ok_rate=1.00; eval_ok_rate=0.50; eval_score=0.8021; ttft=0.290; tps=59.863; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,refinedtoolcallv5-3b,,,operational_health,0.5750,C,unknown,unknown,A,draft-only; require stronger review,avoid interactive or large-output workflows,task=operational_health; ok_rate=1.00; eval_ok_rate=0.00; eval_score=0.5000; ttft=; tps=; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
1784130000,scotts-macbook-air,192.168.1.241,http://scotts-macbook-air.tailcb8954.ts.net:1234/v1,refinedtoolcallv5-3b,,,structured_output,0.3500,D,unknown,unknown,A,avoid for this task family,avoid autonomous work and route to fallback,task=structured_output; ok_rate=1.00; eval_ok_rate=0.00; eval_score=0.0000; ttft=; tps=; max_ctx=,"Generated from task_summary.csv when available, otherwise run_summary.csv."
